DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,2012-2013PERFORMANCE GRADE,2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
75X352,75,The Vida Bogart School for All Children,Lourdes Mendez,D75,Elementary,B,60.8,.,41.2,A,8.2,C,11.4,B,.,.,.,B,C,B
75X723,75,P.S. 723,Christine Walsh,D75,K-8,C,45.2,.,27.9,C,6.1,D,11.2,B,.,.,.,B,B,C
84K333,84,Explore Exceed Charter School,Curtis Palmore,EC,K-3,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K355,84,Williamsburg Collegiate Charter School,J.T. Leaird/Maya Roth,EMS,Middle,A,88.9,98.31,46.4,A,22.3,A,14.7,A,.,.,5.5,A,A,A
84K356,84,Achievement First- Crown Heights Charter School,Camilla Lopez/Gillette Eckler,EMS,K-8,C,45.5,21.34,21,C,14.1,B,7.5,C,.,.,2.9,A,A,C
84K357,84,KIPP AMP Charter School,Natalie Webb/Debon Lewis,EMS,Middle,C,44.4,20.22,20.3,C,9.9,C,9.8,B,.,.,4.4,A,B,C
84K358,84,Achievement First East New York School,Hilary Cymrot/Fatimah Barker,EMS,K-8,B,60.8,66.46,31.3,B,15.8,B,10.9,A,.,.,2.8,B,A,C
84K359,84,The Uft Charter School,Michelle Bodden-White,EMS,K-8,F,27.9,1.22,16.9,D,5.4,F,3.3,D,.,.,2.3,D,C,D
84K359,84,The Uft Charter School,Michelle Bodden-White,HS,High School,B,58.1,32.52,23.8,C,17.4,A,7.6,C,6.9,A,2.43,,,
84K360,84,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,Evan Kilgore/Geoffrey Roehm,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
84K362,84,Hellenic Classical Charter School,Christina Tettonis,EMS,K-8,C,49.4,31.71,19.8,C,15.2,B,11.8,A,.,.,2.6,A,B,C
84K379,84,Explore Excel Charter School,Dana Bogle,EMS,Elementary,C,41.7,21.97,23,C,13.3,B,4.2,C,.,.,1.1,,,
84K386,84,Invictus Preparatory Charter School,Cliff Thomas,EMS,Middle,B,60,55.34,35.6,B,9.9,C,12,A,.,.,2.5,,.,.
84K395,84,Roads Charter School I,Travis Brown,HST,High School Transfer,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K417,84,Urban Dove Charter School,Marianne Rossant,HST,High School Transfer,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K473,84,Williamsburg Charter High School,Marsha Spampinato,HS,High School,A,72.6,74.25,39.4,A,13.7,B,10.7,B,4.7,C,4.06,B,C,D
84K486,84,New Dawn Charter High School,"Sara M. Asmussen, Ph.D., Executive Direc",HST,High School Transfer,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K508,84,Achievement First Endeavor Charter School,Tom Kaiser/Paul Adler,EMS,Middle,B,63.1,62.92,30,B,15.9,B,12.4,A,.,.,4.8,A,A,C
84K517,84,Leadership Prep Bedford Stuyvesant Charter School,Sultanna Noormuhammad/Owen Losse,EMS,K-8,B,61,67.68,35.2,B,15.1,B,10.3,A,.,.,0.4,B,B,B
84K536,84,Community Roots Charter School,Allison Keil/Sara Stone,EMS,Elementary,B,53.4,56.56,28.7,B,13.3,B,9.8,A,.,.,1.6,C,C,F
84K538,84,Achievement First Bushwick Charter School,Amy D'angelo/Stacey M. Park,EMS,K-8,A,73.1,89.02,38.6,A,16.7,A,11.6,A,.,.,6.2,A,A,B
84K593,84,Excellence Charter School of Bedford Stuyvesant,Kevin Hall/Samantha Tweedy,EMS,K-8,B,53.3,40.24,27.4,C,18,A,6.1,C,.,.,1.8,C,A,C
84K608,84,Kings Collegiate Charter School,Scott Schuster/Maya Roth,EMS,Middle,A,77.4,90.45,43.7,A,19,A,12.4,A,.,.,2.3,B,B,A
84K626,84,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,Michelle Kagan,EMS,Elementary,A,62.1,78.85,35.5,B,15.5,B,10.3,A,.,.,0.8,A,B,.
84K648,84,Bedford Stuyvesant Collegiate Charter School,Mabel Lajes-Guiteras,EMS,Middle,B,62.1,60.96,28.4,B,16.3,B,14.7,A,.,.,2.7,A,A,A
84K649,84,La Cima Charter School,Andrea Zayas,EMS,Elementary,C,40.2,17.87,19.8,C,9,C,10.2,A,.,.,1.2,B,D,.
84K651,84,PAVE Academy Charter School,Spencer Robertson/Jeremy Abarno,EMS,Elementary,B,54.3,59.18,24.2,C,17.4,A,9.7,A,.,.,3,A,C,.
84K652,84,Brooklyn Ascend Charter School,Brandon Sorlie/Eunice Chao,EMS,Elementary,D,23,0.66,6.6,F,9.2,C,6.5,B,.,.,0.7,A,C,B
84K693,84,Believe Northside Charter High School,Reshma Baig,HS,High School,A,78.4,85.09,40.1,A,18,A,12.8,A,2.7,D,4.83,,,
84K694,84,Believe Southside Charter High School,Shannon Browne,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K701,84,Brooklyn Charter School,Omigbade Escayg,EMS,Elementary,C,45.3,30.66,23.9,C,13.9,B,5.8,C,.,.,1.7,A,A,D
84K702,84,Community Partnership Charter,Melanie Bryon/Keisha Rattray,EMS,K-8,D,35.8,4.88,13.4,D,12.3,B,8.4,B,.,.,1.6,B,B,B
84K703,84,Beginning With Children Charter School,Les King/Dionne Jaggon,EMS,K-8,B,57,54.27,36.3,A,9.1,C,7.4,C,.,.,4.2,B,C,C
84K704,84,Explore Charter School,Rod Bowen,EMS,K-8,C,45.5,21.34,23.6,C,11.9,C,7,C,.,.,3,A,C,B
84K707,84,Brooklyn Prospect Charter School,Lanolia Omowanile/Kim Raccio,EMS,Middle,B,54.4,42.42,19.8,C,16.1,B,12,A,.,.,6.4,B,A,.
84K707,84,Brooklyn Prospect Charter School,Lanolia Omowanile/Kim Raccio,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K710,84,Brownsville Collegiate Charter School,Jessica Simmons,EMS,Middle,A,69,77.25,31.7,B,19.3,A,13.2,A,.,.,4.8,A,A,.
84Q083,84,Central Queens Academy Charter School,Jesse Tang,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
84K711,84,Leadership Preparatory Brownsville Charter School,Darcy Richie,EMS,Elementary,C,44.3,28.69,20.1,C,14.5,B,9,B,.,.,0.7,B,.,.
84K712,84,Excellence Girls Charter School,Celestina De La Garza,EMS,Elementary,A,88.6,99.67,53.4,A,24.6,A,10.3,A,.,.,0.3,A,.,.
84K726,84,Fahari Academy Charter School,Dirk Tillotson,EMS,Middle,F,15.5,0.28,1.9,F,4.7,F,6.2,C,.,.,2.7,C,D,.
84K730,84,Summit Academy Charter School,Natasha Campbell,EMS,Middle,B,61.8,60.11,40.8,A,11.8,B,5.8,D,.,.,3.3,B,C,.
84K730,84,Summit Academy Charter School,Natasha Campbell,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K731,84,Brooklyn Excelsior Charter,Tom Demarco,EMS,K-8,F,21.9,0.61,6,F,9.1,C,4.6,C,.,.,2.2,B,B,A
84K734,84,The Ethical Community Charter School (TECCS),Annette Keane,EMS,Elementary,D,36.3,9.51,21.6,C,6.9,D,6.2,B,.,.,1.6,C,.,.
84K737,84,Brownsville Ascend Charter School,Erin Swan,EMS,Elementary,C,48.5,38.03,27.2,C,13.7,B,7.3,B,.,.,0.3,B,.,.
84K740,84,Brooklyn Scholars Charter School,Desiree Kirton,EMS,K-8,D,35.8,4.88,16.4,D,9.2,C,8.9,B,.,.,1.2,C,B,.
84K742,84,Explore Empower Charter School,Beth Doyle,EMS,Elementary,B,50.8,47.7,25.4,C,14.7,B,8.5,B,.,.,2.2,C,B,.
84K744,84,Coney Island Preparatory Public Charter School,Jacob Mnookin,EMS,Middle,B,60,55.34,20.6,C,21.7,A,12.4,A,.,.,5.3,A,A,.
84K746,84,Hebrew Language Academy Charter School,Laura Silver,EMS,Elementary,F,25,1.15,7.4,F,9.8,C,7.1,B,.,.,0.6,C,.,.
84K769,84,Hyde Leadership Charter School- Brooklyn,Sandra J. Dupree,EC,K-3,C,28.2,.,10.6,C,9.3,C,7,C,.,.,1.2,,,
84K774,84,Achievement First Apollo Charter School,Jabari Sims,EC,K-3,B,46.1,.,20.3,B,14.1,B,9.5,B,.,.,2.1,,,
84K775,84,Leadership Preparatory Ocean Hill Charter School,Nikki Bridges,EC,K-3,A,71.8,.,30,A,24.9,A,13.4,A,.,.,3.5,,,
84K777,84,Ocean Hill Collegiate Charter School,Hannah Solomon,EMS,Middle,A,73.6,85.96,36.4,B,19.8,A,13.8,A,.,.,3.6,A,.,.
84K780,84,Brooklyn East Collegiate Charter School,Eric Green,EMS,Middle,A,83.8,95.22,45.7,A,20,A,13.9,A,.,.,4.2,A,.,.
84K782,84,Bedford Stuyvesant New Beginnings Charter School,Joshua Morales/Karen Jones,EMS,Elementary,C,47.3,35.25,26.4,C,13.5,B,6,B,.,.,1.4,B,.,.
84K785,84,Imagine Me Leadership Charter School,Bevon Thompson,EC,K-3,D,17.6,.,6.2,C,4.6,D,3.9,C,.,.,2.9,,,
84K791,84,Brooklyn Dreams Charter School,Letta Belle,EMS,Elementary,B,51.8,50.98,29.6,B,12.5,B,7.6,B,.,.,2.1,B,.,.
84K792,84,The Cultural Arts Academy at Spring Creek Charter School,Laurie Midgette,EC,K-3,C,28.8,.,9,C,7.8,C,10,B,.,.,2,,,
84K793,84,Bushwick Ascend Charter School,Delianna Burrows,EC,K-3,B,42.4,.,19.2,B,15.8,B,5.2,C,.,.,2.2,,,
84K796,84,Lefferts Gardens Charter School,Wendy Ramos,EC,K-3,D,15.7,.,6.1,D,4.9,C,3.3,D,.,.,1.4,,,
84K797,84,New Hope Academy Charter School,Keishea Allen,EMS,Elementary,D,30.2,3.44,11.1,F,8.6,C,10.2,A,.,.,0.2,C,.,.
84K888,84,Achievement First HS,Paul Adler,HS,High School,B,64.1,54.47,36.9,A,8.3,C,13,A,5.8,B,0.13,,,
84K979,84,Uncommon Charter HS 2,Jesse Corburn,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84K999,84,Uncommon Charter HS,Maya Roth,HS,High School,B,62.2,48.51,30.2,B,10.1,C,12.3,A,9.1,A,0.38,,,
84M065,84,Democracy Prep Endurance Charter School,Margaret Marrer,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
84M068,84,KIPP Washington Heights Middle School,Danny Swersky,EMS,Middle,,.,.,.,,.,,.,,.,.,.,,,
84M279,84,The Opportunity Charter School,Marya Baker,EMS,Middle,B,64.5,67.13,40.4,A,8.7,C,9.8,B,.,.,5.6,C,B,C
84M279,84,The Opportunity Charter School,Marya Baker,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84M284,84,Harlem Children's Zone/Promise Academy Charter S,Tonya White/Shakira Petit,EMS,K-8,C,46.9,25,24.7,C,12.4,B,7.8,C,.,.,2,B,C,B
84M284,84,Harlem Children's Zone/Promise Academy Charter School,Tonya White/Shakira Petit,HS,High School,A,79.8,88.08,38.1,A,18.9,A,10,B,8.8,A,3.99,A,,
84M320,84,Manhattan Charter School,Genie Depolo,EMS,Elementary,C,38.4,13.28,13.8,F,15.7,A,7.4,B,.,.,1.5,B,A,B
84M329,84,Harlem Link Charter School,Steven Evangelista/Margaret Ryan,EMS,Elementary,B,54.3,59.18,27.8,C,16.1,A,7.7,B,.,.,2.7,A,C,D
84M330,84,Girls Preparatory Charter School of New York,Anne Lackritz/Kaitlin Seaver,EMS,K-8,A,70.6,86.59,40.5,A,17.4,A,8.3,B,.,.,4.4,B,C,C
84M335,84,Harlem Village Academies Leadership Charter Scho,Lisa Fromelt/Sam Fragomeni,EMS,Middle,B,64,65.73,31,B,16.4,A,13.1,A,.,.,3.4,B,A,A
84M336,84,KIPP Infinity Charter School,Natalie Webb/Lindsay Fry,EMS,Middle,A,86.3,96.91,47.6,A,20.5,A,11.6,A,.,.,6.6,A,A,A
84M341,84,Harlem Children's Zone/Promise Academy II,Kathleen Fernald/Sheryl Ragland,EMS,K-8,C,43.4,13.41,19.6,C,15.6,B,6.5,C,.,.,1.7,C,B,C
84M350,84,Democracy Preparatory Charter School,Lisa Friscia/Tanya Nunez,EMS,Middle,A,70.6,80.9,38.8,A,15.9,B,11.4,A,.,.,4.5,A,A,A
84M350,84,Democracy Preparatory Charter School,Lisa Friscia/Tanya Nunez,HS,High School,A,70.8,70.46,35.4,B,8.6,C,13.5,A,9.6,A,3.61,,,
84M351,84,Success Academy Charter School - Harlem 1,Jackie Albers/Andrea Klein,EMS,K-8,A,69.6,84.76,37.1,A,19.8,A,9.6,B,.,.,3.1,A,A,A
84M353,84,New Heights Academy Charter School,Robert Parkes/Stacy Winitt,EMS,Middle,B,58.6,51.97,34.2,B,11.1,C,9.3,B,.,.,4,B,B,C
84M353,84,New Heights Academy Charter School,Robert Parkes/Stacy Winitt,HS,High School,A,72.7,74.53,37.2,A,13.7,B,10,B,5,C,6.84,A,A,A
84M382,84,DREAM Charter School,Eve Colavito,EMS,Elementary,C,40.6,19.02,18.9,D,10.9,B,7.7,B,.,.,3.1,A,C,.
84M384,84,Harlem Success Academy 2 Charter School,Noah Green,EMS,Elementary,A,68.9,89.34,30.6,B,24.8,A,10.1,A,.,.,3.4,A,A,.
84M385,84,Harlem Success Academy 3 Charter School,Richard Seigler,EMS,Elementary,A,74,93.44,38.6,A,24.8,A,9.3,A,.,.,1.3,A,A,.
84M386,84,Harlem Success Academy 4 Charter School,Danique Loving,EMS,Elementary,A,79.7,97.38,38,A,24.8,A,12,A,.,.,4.8,A,A,.
84M388,84,St. HOPE Leadership Academy Charter School,"Constance K. Bond, Ph.D",EMS,Middle,C,41.9,15.17,15.9,D,10.1,C,13.2,A,.,.,2.6,B,C,B
84M430,84,The Equity Project Charter School (TEP),Zeke Vanderhoek,EMS,Middle,A,77.2,90.17,43.2,A,15.4,B,13,A,.,.,5.6,A,B,.
84M433,84,The Renaissance Charter High School for Innovation,Nicholas Tishuk,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84M478,84,Inwood Academy for Leadership Charter School,Christina Reyes,EMS,Middle,C,49.2,30.34,20.8,C,11.7,B,12,A,.,.,4.7,A,.,.
84M481,84,Democracy Preparatory Harlem Charter School,Emmanuel George,EMS,Middle,B,56,47.19,28.5,B,13.6,B,10,B,.,.,3.9,A,.,.
84M482,84,Success Academy Charter School - Harlem 5,Khari Shabazz,EC,K-3,A,72.6,.,30,A,24.9,A,12.1,A,.,.,5.6,,,
84M483,84,New York French American Charter School,Edith Boncompain,EMS,Elementary,B,49.8,43.44,34,B,11.4,B,2.6,C,.,.,1.8,C,.,.
84M522,84,Broome Street Academy Charter High School,Jeremy Kaplan,HS,High School,.,.,.,.,.,.,.,.,.,.,.,.,,,
84M524,84,Innovate Manhattan Charter School,Gayla Thompson,EMS,Middle,C,48.5,28.65,31.2,B,7.6,D,6,C,.,.,3.7,,.,.
84M702,84,The Sisulu-Walker Charter School of Harlem,Michelle Haynes,EMS,Elementary,B,52.6,53.61,31.8,B,9.3,C,8.3,B,.,.,3.2,C,C,C
84M704,84,Harbor Sciences and Arts Charter School,Joanne Hunt,EMS,K-8,B,54.8,45.12,26.5,C,16.2,B,9.2,B,.,.,2.9,B,B,C
84M705,84,Amber Charter School,Vasthi Acosta,EMS,Elementary,A,60.2,75.08,37.2,A,14.5,B,7.2,B,.,.,1.3,B,B,C
84M707,84,John V. Lindsay Wildcat Academy Charter School,Ron Tabano/Marc Donald,HST,High School Transfer,B,66.3,.,39.9,A,4.5,C,10.1,C,2.6,C,9.22,,,
84M708,84,Harlem Day Charter School,Lindsay Malanga,EMS,Elementary,A,66.5,85.08,40.5,A,14.8,B,7,B,.,.,4.1,A,D,C
84M709,84,Harlem Village Academy Charter School,Laurie Warner/Jason Epting,EMS,Middle,C,46.1,23.31,14.5,D,14,B,12.1,A,.,.,5.4,A,A,B
84M726,84,KIPP S.T.A.R. Charter School,Orpheus Williams/Natalie Webb,EMS,Middle,B,60.4,56.18,30.9,B,12,B,11.1,B,.,.,6.4,B,B,B
84M861,84,Future Leaders Institute Charter School,Ismael Colon,EMS,K-8,B,54.1,44.51,37.6,A,8.3,C,5.9,C,.,.,2.3,B,F,D
84M888,84,Harlem Village Academy HS,Laurie Warner,HS,High School,B,59.9,39.02,35.4,B,11.5,C,7.9,C,5,C,0.07,C,,
84M999,84,KIPP NYC College Prep,Natalie Webb,HS,High School,A,78.4,85.09,41.7,A,14.8,B,12.1,A,9,A,0.79,,,
84Q170,84,Peninsula Preparatory Academy Charter School,Ruth Peets-Butcher,EMS,Elementary,A,62,78.52,37.7,A,12.6,B,9.1,A,.,.,2.6,B,C,C
84Q304,84,VOICE Charter School of New York,Frank Headley,EMS,Elementary,A,60.1,74.59,33,B,16.3,A,8.4,B,.,.,2.4,B,B,.
84Q321,84,Growing Up Green Charter School,Matthew Greenberg,EMS,Elementary,C,41,20.49,23.1,C,8.3,C,7.5,B,.,.,2.1,C,.,.
84Q340,84,Challenge Preparatory Charter School,Latoiya Tolliver-Revell,EC,K-3,B,41.1,.,15.3,C,13.1,B,9.6,B,.,.,3,,,
